"","feature_id","observed_EAF","mean_resampled_EAF","lower","upper","core","time","depth","time_f","cluster_gene","tax1","superkingdom","phylum","class","order","family","genus","species","color"
"1","WaterYear_AA3_D1_15109521",0.0120645183583813,0.0127125172684821,-0.00783300182978973,0.034366389284736,"June_0-10cm","June","0-10cm","June","WaterYear_AA5_D1_7988507_2","2026786","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Unclassified Rhodospirillales","Unclassified Rhodospirillales","Rhodospirillales bacterium","#ccccccc2"
"2","WaterYear_AA3_D1_3824507",0.0150117487822456,0.0153568737246432,-0.0146792090874658,0.0507720308872701,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_3824507_2","2026735","Bacteria","Unclassified Bacteria","Deltaproteobacteria","Unclassified Deltaproteobacteria","Unclassified Deltaproteobacteria","Unclassified Deltaproteobacteria","Deltaproteobacteria bacterium","#ccccccc2"
"3","WaterYear_AA3_D5_6118991",0.0902162885773497,0.0902836123237637,0.0585959671343065,0.125835720716475,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_26086697_3","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#B7B180"
"4","WaterYear_AA4_D1_12434830",-0.00680572634118224,-0.00656928706879322,-0.0321855452491599,0.0167968977222535,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_5885414_12","1883427","Bacteria","Actinomycetota","Actinomycetes","Unclassified Actinomycetes","Unclassified Actinomycetes","Unclassified Actinomycetes","Actinomycetes bacterium","#ccccccc2"
"5","WaterYear_AA4_D1_14042153",0.0419841833086718,0.0419337747477697,-0.00560737499168129,0.093537502798777,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_22085164_6","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#ccccccc2"
"6","WaterYear_AA4_D1_15238674",0.0264647895990227,0.026283123779108,-0.00403932671067432,0.0568848649559569,"June_0-10cm","June","0-10cm","June","WaterYear_AA4_D1_15238674_10","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#ccccccc2"
"7","WaterYear_AA4_D1_1542998",0.0847435213505286,0.0852436774262222,0.0527468226387678,0.117775387755953,"June_0-10cm","June","0-10cm","June","WaterYear_AB4_D1_27880162_4","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#2444FF"
"8","WaterYear_AA4_D1_192024",0.0028269275514844,0.00351697861877349,-0.0345456467431997,0.0431905985341547,"June_0-10cm","June","0-10cm","June","WaterYear_AA4_D1_192024_32","2306968","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Unclassified Ktedonobacterales","Unclassified Ktedonobacterales","Ktedonobacterales bacterium","#ccccccc2"
"9","WaterYear_AA4_D1_27160066",0.069423376961019,0.0691838139790988,0.00710126110265238,0.137218589869566,"June_0-10cm","June","0-10cm","June","WaterYear_HC8_D3_1196417_1","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#2444FF"
"10","WaterYear_AA5_D1_1603307",0.0426505744018923,0.0426742488695301,0.0109248353714075,0.0739732382651018,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_4088546_9","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#B7B180"
"11","WaterYear_AA5_D1_21123215",0.0731484279875214,0.0733914699196634,0.0470239549035688,0.101771567621394,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_7156974_37","2026724","Bacteria","Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Chloroflexota bacterium","#E8861A"
"12","WaterYear_AA5_D1_2985487",0.0449942793231916,0.0449549384753772,-0.0202782641454702,0.102272426996704,"June_0-10cm","June","0-10cm","June","WaterYear_AA5_D1_2985487_4","2978347","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. CPCC 205710","#ccccccc2"
"13","WaterYear_AA7_D3_24796954",0.018120521702167,0.0178489165580547,-0.00593969127349138,0.0441884768444224,"June_0-10cm","June","0-10cm","June","WaterYear_AC3_D1_16074690_3","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#ccccccc2"
"14","WaterYear_AA9_D1_11794295",0.106154954214437,0.106566149814873,0.0855376277610196,0.130741453559379,"June_0-10cm","June","0-10cm","June","WaterYear_AC7_D3_18712106_2","1978231","Bacteria","Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Acidobacteriota bacterium","#5EFFA1"
"15","WaterYear_AA9_D1_23798329",0.139400391657324,0.139569396241857,0.110357298652443,0.168514116937496,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_9612076_11","2026799","Bacteria","Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Verrucomicrobiota bacterium","#B4FF00"
"16","WaterYear_AB3_D1_6738011",0.0201771259592207,0.0205702709201096,-0.0393342710187446,0.0790465384310995,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_15599965_9","2306968","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Unclassified Ktedonobacterales","Unclassified Ktedonobacterales","Ktedonobacterales bacterium","#ccccccc2"
"17","WaterYear_AB4_D1_2034082",0.0128355892335202,0.0132938083135178,-0.0247312303142122,0.0521151430546627,"June_0-10cm","June","0-10cm","June","WaterYear_AB4_D1_2034082_10","1883427","Bacteria","Actinomycetota","Actinomycetes","Unclassified Actinomycetes","Unclassified Actinomycetes","Unclassified Actinomycetes","Actinomycetes bacterium","#ccccccc2"
"18","WaterYear_AB4_D1_22176150",0.0251614388973957,0.0257105519367274,-0.013138294074041,0.0658860759930487,"June_0-10cm","June","0-10cm","June","WaterYear_AC4_D1_3806_12","1909294","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Unclassified Hyphomicrobiales","Unclassified Hyphomicrobiales","Hyphomicrobiales bacterium","#ccccccc2"
"19","WaterYear_AB4_D1_33856754",0.0918074447979884,0.0920645501930177,0.0788295074604874,0.106635815633777,"June_0-10cm","June","0-10cm","June","WaterYear_AB3_D1_14757108_9","1978231","Bacteria","Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Acidobacteriota bacterium","#5EFFA1"
"20","WaterYear_AB4_D1_4890154",0.0478537478378484,0.0484097697677497,0.00667700453958775,0.0916521674952702,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_4559134_9","1978231","Bacteria","Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Acidobacteriota bacterium","#5EFFA1"
"21","WaterYear_AB4_D3_10672809",0.0250429794512028,0.0249583370529668,-0.017130241623544,0.0671740882968825,"June_0-10cm","June","0-10cm","June","WaterYear_AB4_D3_10672809_9","1803496","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinobacteria bacterium 13_2_20CM_68_14","#ccccccc2"
"22","WaterYear_AB5_D1_27025098",-0.0100150187301074,-0.00925116724285785,-0.0485651117955789,0.033976939249712,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_26696198_7","60912","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia sp.","#ccccccc2"
"23","WaterYear_AB9_D1_12354068",0.047550323516493,0.0479060363694037,0.0103938631356701,0.0864165255877917,"June_0-10cm","June","0-10cm","June","WaterYear_AB3_D1_19619543_12","1803496","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinobacteria bacterium 13_2_20CM_68_14","#2444FF"
"24","WaterYear_AB9_D1_13750231",0.0303831925070451,0.031236914401928,-0.0190957255117313,0.0877462543631558,"June_0-10cm","June","0-10cm","June","WaterYear_AB4_D1_550149_4","1797663","Bacteria","Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Chloroflexi bacterium RBG_16_72_14","#ccccccc2"
"25","WaterYear_AB9_D1_17015336",0.345692769258838,0.345535530630438,0.303625291092722,0.386175425843827,"June_0-10cm","June","0-10cm","June","WaterYear_AB9_D1_17015336_12","2026763","Bacteria","Myxococcota","Myxococcia","Myxococcales","Unclassified Myxococcales","Unclassified Myxococcales","Myxococcales bacterium","#bf5149"
"26","WaterYear_AB9_D1_23095862",0.0661641122228808,0.0665264485220878,0.0197644019495474,0.114924211740666,"June_0-10cm","June","0-10cm","June","WaterYear_AA5_D1_562179_9","758802","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium litorale","#2444FF"
"27","WaterYear_AC3_D1_19007847",-0.0333142268840366,-0.0336372869130102,-0.0826627042782734,0.0121545322868786,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_6116317_17","2448052","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae","Unclassified Geminicoccaceae","Geminicoccaceae bacterium","#ccccccc2"
"28","WaterYear_AC4_D1_12847708",0.00408934716862387,0.0045747415881905,-0.032534154112655,0.0420919071799767,"June_0-10cm","June","0-10cm","June","WaterYear_AB9_D1_28240649_4","663609","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora","Actinomycetospora cinnamomea","#ccccccc2"
"29","WaterYear_AC4_D1_17991481",0.040566564368996,0.0408020857810475,0.00686552184241795,0.0712092228296842,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_3097848_23","2026799","Bacteria","Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Verrucomicrobiota bacterium","#B4FF00"
"30","WaterYear_AC5_D1_2704086",-0.0139238616936647,-0.0139011505560636,-0.0514512297534233,0.0183506955767844,"June_0-10cm","June","0-10cm","June","WaterYear_AC5_D1_2704086_17","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#ccccccc2"
"31","WaterYear_AC5_D1_6128007",0.0254710671929814,0.0254628626352583,0.0023809085774033,0.0480831959383562,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_15855158_45","2026735","Bacteria","Unclassified Bacteria","Deltaproteobacteria","Unclassified Deltaproteobacteria","Unclassified Deltaproteobacteria","Unclassified Deltaproteobacteria","Deltaproteobacteria bacterium","#424242"
"32","WaterYear_AC5_D1_9635354",0.0662001176850419,0.0667365402396314,-0.000507249067335749,0.133871462328596,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_23098195_17","2732252","Bacteria","Actinomycetota","Thermoleophilia","Thermoleophilales","Thermoleophilaceae","Unclassified Thermoleophilaceae","Thermoleophilaceae bacterium","#ccccccc2"
"33","WaterYear_AC7_D1_17260847",-0.00284438200729268,-0.00288204555831199,-0.0257864116826527,0.0164199563384257,"June_0-10cm","June","0-10cm","June","WaterYear_AA9_D3_5009319_5","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#ccccccc2"
"34","WaterYear_AC7_D1_18337230",0.0160847012306528,0.0167579349513367,-0.025744346049389,0.0585151939281485,"June_0-10cm","June","0-10cm","June","WaterYear_AA4_D1_29512114_2","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#ccccccc2"
"35","WaterYear_AC7_D3_10486919",0.0227643052387364,0.0238246577939131,-0.023593406243491,0.0693341497616243,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_11584020_2","2026735","Bacteria","Unclassified Bacteria","Deltaproteobacteria","Unclassified Deltaproteobacteria","Unclassified Deltaproteobacteria","Unclassified Deltaproteobacteria","Deltaproteobacteria bacterium","#ccccccc2"
"36","WaterYear_AC9_D1_13675380",0.00351482686318406,0.00327456633104763,-0.0137357171132855,0.0202596995818381,"June_0-10cm","June","0-10cm","June","WaterYear_AC9_D1_13675380_9","2448052","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae","Unclassified Geminicoccaceae","Geminicoccaceae bacterium","#ccccccc2"
"37","WaterYear_AC9_D3_12767660",0.0131869963277634,0.0138512906801118,-0.0311821793051922,0.0620462674551504,"June_0-10cm","June","0-10cm","June","WaterYear_AC7_D3_28606936_4","1909294","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Unclassified Hyphomicrobiales","Unclassified Hyphomicrobiales","Hyphomicrobiales bacterium","#ccccccc2"
"38","WaterYear_HA3_D1_10473099",0.0958938142499778,0.0964219104257958,0.0332210800202932,0.154097460895614,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D1_10473099_7","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#B7B180"
"39","WaterYear_HA3_D1_10987103",-0.0035029048590592,-0.0030976187611843,-0.029097267723764,0.0216435055240467,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D1_10987103_9","2448052","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae","Unclassified Geminicoccaceae","Geminicoccaceae bacterium","#ccccccc2"
"40","WaterYear_HA3_D1_20229472",-0.0086844224358417,-0.00891097618109091,-0.0568547351346235,0.0364345802605227,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D1_20229472_2","2026724","Bacteria","Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Chloroflexota bacterium","#ccccccc2"
"41","WaterYear_HA3_D1_22505276",0.0139652923629234,0.0151953096586859,-0.00918019774845757,0.042573223597342,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D1_22505276_12","39595","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Microlunatus","Microlunatus sp.","#ccccccc2"
"42","WaterYear_HA3_D3_12881857",-0.0121278038617157,-0.011554243143522,-0.0372671550329826,0.0160889826642272,"June_0-10cm","June","0-10cm","June","WaterYear_HB3_D3_27253534_4","2021379","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Unclassified Xanthobacteraceae","Xanthobacteraceae bacterium","#ccccccc2"
"43","WaterYear_HA3_D3_23560902",-0.0221318175554416,-0.021684935279061,-0.0420739337243337,-0.00348906250615288,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D3_23560902_15","478107","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","Actinoallomurus iriomotensis","#ccccccc2"
"44","WaterYear_HA3_D3_28116347",0.0418263235276587,0.0422365137671164,-0.0143412863766301,0.100534556252056,"June_0-10cm","June","0-10cm","June","WaterYear_AB5_D1_5728091_2","2026888","Bacteria","Actinomycetota","Thermoleophilia","Unclassified Thermoleophilia","Unclassified Thermoleophilia","Unclassified Thermoleophilia","Thermoleophilia bacterium","#ccccccc2"
"45","WaterYear_HA3_D3_7112060",0.0348092198630363,0.0347770039853107,0.00122404030136403,0.067414234559815,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D3_7112060_15","1834080","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Unclassified Mycobacteriaceae","Mycobacteriaceae bacterium 1482268.1","#2444FF"
"46","WaterYear_HA3_D5_10936252",-0.000985632023128251,-0.000107478043481481,-0.0875057614392003,0.0847403250798465,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D5_10936252_9","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#ccccccc2"
"47","WaterYear_HA4_D1_13794456",0.0855296212577648,0.0857573583262719,0.0446788780409574,0.131378962693533,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D1_13794456_47","1104779","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas segetis","#B7B180"
"48","WaterYear_HA4_D1_15608349",0.0733424530948408,0.0733030213582315,0.00965761596908427,0.130187382195319,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D1_15608349_17","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#B7B180"
"49","WaterYear_HA4_D1_15911670",0.119665003895141,0.119532005929414,0.0432658741977932,0.196357893383185,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D1_15911670_10","1978231","Bacteria","Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Acidobacteriota bacterium","#5EFFA1"
"50","WaterYear_HA4_D1_24380928",0.079989831938538,0.0801062883424538,0.0446071461272458,0.113146162149778,"June_0-10cm","June","0-10cm","June","WaterYear_AA3_D1_21299225_8","1978231","Bacteria","Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Acidobacteriota bacterium","#5EFFA1"
"51","WaterYear_HA4_D1_615711",0.0191628336438429,0.0185163496017227,-0.0303164271171957,0.0651232758418861,"June_0-10cm","June","0-10cm","June","WaterYear_HB4_D1_27507757_5","460265","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium nodulans","#ccccccc2"
"52","WaterYear_HA4_D1_770779",-0.0069342815421015,-0.00716830658549283,-0.0425605033042629,0.0264753099734694,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D1_770779_14","2448054","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Unclassified Gemmatimonadales","Unclassified Gemmatimonadales","Gemmatimonadales bacterium","#ccccccc2"
"53","WaterYear_HA4_D1_8290907",0.0992120249609333,0.0987532757892455,0.0480256076198787,0.143147657445414,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D1_8290907_16","1104779","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas segetis","#B7B180"
"54","WaterYear_HA4_D3_13845301",-0.0623050985789172,-0.062174266927295,-0.127567085603254,0.00178459020250128,"June_0-10cm","June","0-10cm","June","WaterYear_HA8_D3_2722651_9","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#ccccccc2"
"55","WaterYear_HA4_D3_22221166",-0.0251456631329614,-0.0246372751459704,-0.0468972377614176,-0.0035271319695149,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D3_6999920_33","406431","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura alba","#ccccccc2"
"56","WaterYear_HA4_D3_26764491",-0.024962475565441,-0.0245952787196027,-0.0409875124240601,-0.0082351251971185,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D3_2327217_19","1803475","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinobacteria bacterium 13_1_20CM_3_68_9","#ccccccc2"
"57","WaterYear_HA4_D3_5421277",0.123201531093717,0.12333899348773,0.0461233933017307,0.194574598938918,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D3_5421277_3","2026799","Bacteria","Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Verrucomicrobiota bacterium","#B4FF00"
"58","WaterYear_HA4_D3_6103586",0.150801928161177,0.150403475104215,0.0781819514042193,0.21317304156719,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D3_6103586_7","2721161","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium australiense","#B7B180"
"59","WaterYear_HA4_D3_8342081",-0.0177646954888014,-0.0185514543394437,-0.076791072327587,0.0383253607388902,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D3_8342081_6","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#ccccccc2"
"60","WaterYear_HA5_D1_11250616",-0.00260684338096523,-0.00238178915673945,-0.0219796650817649,0.0229247940043382,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D3_10811923_4","2026724","Bacteria","Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Chloroflexota bacterium","#ccccccc2"
"61","WaterYear_HA5_D1_11729213",0.244529343340809,0.245240625068473,0.218033376128754,0.275770979878175,"June_0-10cm","June","0-10cm","June","WaterYear_HA5_D1_11729213_42","2026742","Bacteria","Gemmatimonadota","Unclassified Gemmatimonadota","Unclassified Gemmatimonadota","Unclassified Gemmatimonadota","Unclassified Gemmatimonadota","Gemmatimonadota bacterium","#EA15D6"
"62","WaterYear_HA5_D1_15970700",0.136967687057386,0.137452654425219,0.0981341185283046,0.172207473044032,"June_0-10cm","June","0-10cm","June","WaterYear_AB3_D1_3920076_2","2026799","Bacteria","Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Unclassified Verrucomicrobiota","Verrucomicrobiota bacterium","#B4FF00"
"63","WaterYear_HA5_D1_18736559",0.0139275200153969,0.0149599009809659,-0.0207488153365134,0.0567427524751983,"June_0-10cm","June","0-10cm","June","WaterYear_HC8_D1_22927122_1","2080302","Bacteria","Actinomycetota","Acidimicrobiia","Unclassified Acidimicrobiia","Unclassified Acidimicrobiia","Unclassified Acidimicrobiia","Acidimicrobiia bacterium","#ccccccc2"
"64","WaterYear_HA5_D1_18846880",0.142682460720595,0.14359411710014,0.107935288024581,0.178903772565801,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D1_15342416_9","1978231","Bacteria","Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Unclassified Acidobacteriota","Acidobacteriota bacterium","#5EFFA1"
"65","WaterYear_HA5_D1_20956422",-0.013849827939325,-0.0145703632229932,-0.0485145479033009,0.0196304288019431,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D3_5489009_2","2732252","Bacteria","Actinomycetota","Thermoleophilia","Thermoleophilales","Thermoleophilaceae","Unclassified Thermoleophilaceae","Thermoleophilaceae bacterium","#ccccccc2"
"66","WaterYear_HA5_D1_25234773",-0.0124755701041549,-0.012050461150723,-0.0372121332296226,0.0124006922332915,"June_0-10cm","June","0-10cm","June","WaterYear_HA5_D1_25234773_34","1909295","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Unclassified Solirubrobacterales","Unclassified Solirubrobacterales","Solirubrobacterales bacterium","#ccccccc2"
"67","WaterYear_HA5_D1_3082465",-0.0276916578563027,-0.0275731812381274,-0.0590934075800887,0.00380439624367075,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D1_1227729_2","1909295","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Unclassified Solirubrobacterales","Unclassified Solirubrobacterales","Solirubrobacterales bacterium","#ccccccc2"
"68","WaterYear_HA5_D1_3210760",0.00774742421858166,0.00725662305296113,-0.028297683884423,0.044221258157642,"June_0-10cm","June","0-10cm","June","WaterYear_AA9_D1_12770656_7","1913988","Bacteria","Pseudomonadota","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Alphaproteobacteria bacterium","#ccccccc2"
"69","WaterYear_HA5_D1_4249812",-0.00620197631795294,-0.00586541623476428,-0.0472080973485871,0.0368553080317084,"June_0-10cm","June","0-10cm","June","WaterYear_HA5_D1_4249812_10","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#ccccccc2"
"70","WaterYear_HA5_D1_5370578",0.0127664228799663,0.0127919970420485,-0.0592147106474309,0.0862129883010171,"June_0-10cm","June","0-10cm","June","WaterYear_HA4_D1_13174171_4","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#ccccccc2"
"71","WaterYear_HA5_D3_720512",0.0257561014145254,0.0259297145439876,0.0100275268286169,0.0412884630951792,"June_0-10cm","June","0-10cm","June","WaterYear_HA3_D3_22242891_27","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#2444FF"
"72","WaterYear_HA5_D3_8837229",0.0406652426313714,0.0410422692727492,-0.00459397196611802,0.0891532142490419,"June_0-10cm","June","0-10cm","June","WaterYear_HA5_D3_8837229_39","2900548","Bacteria","Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Unclassified Actinomycetota","Actinomycetota bacterium","#ccccccc2"
"73","WaterYear_HA8_D1_10531530",-0.0241022463247556,-0.0235668893553888,-0.0589397869513859,0.0115665579647353,"June_0-10cm","June","0-10cm","June","WaterYear_HA8_D1_10531530_20","2026724","Bacteria","Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Unclassified Chloroflexota","Chloroflexota bacterium","#ccccccc2"
"74","WaterYear_HA8_D1_11621626",0.0277819794956592,0.0279825689799217,-0.0181391975761697,0.0689421542815437,"June_0-10cm","June","0-10cm","June","WaterYear_HA8_D1_11621626_1","2021371","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Unclassified Methylobacteriaceae","Methylobacteriaceae bacterium","#ccccccc2"
